periodicity,seasonadj,geo_level,geography,ind_level,industry,ownercode,sex,agegrp,race,ethnicity,education,firmage,firmsize,year,quarter,Emp,FrmJbC,EarnBeg,sEmp,sFrmJbC,sEarnBeg
Q,U,C,06007,S,44-45,A00,1,A01,A0,A0,E0,0,0,2011,4,62,22,593,1,1,1
Q,U,C,06007,S,44-45,A00,1,A02,A0,A0,E0,0,0,2011,4,308,35,1002,1,1,1
Q,U,C,06007,S,44-45,A00,1,A03,A0,A0,E0,0,0,2011,4,444,6,1427,1,1,1
Q,U,C,06007,S,44-45,A00,1,A04,A0,A0,E0,0,0,2011,4,1201,12,2853,1,1,1
Q,U,C,06007,S,44-45,A00,1,A05,A0,A0,E0,0,0,2011,4,720,11,3952,1,1,1
Q,U,C,06007,S,44-45,A00,1,A06,A0,A0,E0,0,0,2011,4,717,-3,4075,1,1,1
Q,U,C,06007,S,44-45,A00,1,A07,A0,A0,E0,0,0,2011,4,502,-14,3337,1,1,1
Q,U,C,06007,S,44-45,A00,1,A08,A0,A0,E0,0,0,2011,4,192,-5,2845,1,1,1
Q,U,C,06007,S,44-45,A00,2,A01,A0,A0,E0,0,0,2011,4,77,56,645,1,1,1
Q,U,C,06007,S,44-45,A00,2,A02,A0,A0,E0,0,0,2011,4,410,46,880,1,1,1
Q,U,C,06007,S,44-45,A00,2,A03,A0,A0,E0,0,0,2011,4,412,24,1290,1,1,1
Q,U,C,06007,S,44-45,A00,2,A04,A0,A0,E0,0,0,2011,4,891,14,2090,1,1,1
Q,U,C,06007,S,44-45,A00,2,A05,A0,A0,E0,0,0,2011,4,566,8,2249,1,1,1
Q,U,C,06007,S,44-45,A00,2,A06,A0,A0,E0,0,0,2011,4,658,15,2310,1,1,1
Q,U,C,06007,S,44-45,A00,2,A07,A0,A0,E0,0,0,2011,4,467,-1,2179,1,1,1
Q,U,C,06007,S,44-45,A00,2,A08,A0,A0,E0,0,0,2011,4,170,1,1680,1,1,1
Q,U,C,06007,S,72,A00,1,A01,A0,A0,E0,0,0,2011,4,131,22,563,1,1,1
Q,U,C,06007,S,72,A00,1,A02,A0,A0,E0,0,0,2011,4,487,33,782,1,1,1
Q,U,C,06007,S,72,A00,1,A03,A0,A0,E0,0,0,2011,4,539,-30,966,1,1,1
Q,U,C,06007,S,72,A00,1,A04,A0,A0,E0,0,0,2011,4,901,-34,1273,1,1,1
Q,U,C,06007,S,72,A00,1,A05,A0,A0,E0,0,0,2011,4,401,-11,1584,1,1,1
Q,U,C,06007,S,72,A00,1,A06,A0,A0,E0,0,0,2011,4,253,-11,1976,1,1,1
Q,U,C,06007,S,72,A00,1,A07,A0,A0,E0,0,0,2011,4,151,-1,2256,1,1,1
Q,U,C,06007,S,72,A00,1,A08,A0,A0,E0,0,0,2011,4,101,-4,1437,1,1,1
Q,U,C,06007,S,72,A00,2,A01,A0,A0,E0,0,0,2011,4,224,26,579,1,1,1
Q,U,C,06007,S,72,A00,2,A02,A0,A0,E0,0,0,2011,4,694,11,760,1,1,1
Q,U,C,06007,S,72,A00,2,A03,A0,A0,E0,0,0,2011,4,588,-20,928,1,1,1
Q,U,C,06007,S,72,A00,2,A04,A0,A0,E0,0,0,2011,4,832,-24,1225,1,1,1
Q,U,C,06007,S,72,A00,2,A05,A0,A0,E0,0,0,2011,4,404,0,1386,1,1,1
Q,U,C,06007,S,72,A00,2,A06,A0,A0,E0,0,0,2011,4,335,-3,1440,1,1,1
Q,U,C,06007,S,72,A00,2,A07,A0,A0,E0,0,0,2011,4,176,-8,1552,1,1,1
Q,U,C,06007,S,72,A00,2,A08,A0,A0,E0,0,0,2011,4,104,-6,1175,1,1,1
Q,U,C,06013,S,44-45,A00,1,A01,A0,A0,E0,0,0,2011,4,428,183,714,1,1,1
Q,U,C,06013,S,44-45,A00,1,A02,A0,A0,E0,0,0,2011,4,1972,248,1005,1,1,1
Q,U,C,06013,S,44-45,A00,1,A03,A0,A0,E0,0,0,2011,4,2113,128,1491,1,1,1
Q,U,C,06013,S,44-45,A00,1,A04,A0,A0,E0,0,0,2011,4,5611,190,2606,1,1,1
Q,U,C,06013,S,44-45,A00,1,A05,A0,A0,E0,0,0,2011,4,3880,83,3847,1,1,1
Q,U,C,06013,S,44-45,A00,1,A06,A0,A0,E0,0,0,2011,4,3741,54,4268,1,1,1
Q,U,C,06013,S,44-45,A00,1,A07,A0,A0,E0,0,0,2011,4,2481,35,3824,1,1,1
Q,U,C,06013,S,44-45,A00,1,A08,A0,A0,E0,0,0,2011,4,1005,-13,2981,1,1,1
Q,U,C,06013,S,44-45,A00,2,A01,A0,A0,E0,0,0,2011,4,586,327,560,1,1,1
Q,U,C,06013,S,44-45,A00,2,A02,A0,A0,E0,0,0,2011,4,2296,340,844,1,1,1
Q,U,C,06013,S,44-45,A00,2,A03,A0,A0,E0,0,0,2011,4,2114,184,1299,1,1,1
Q,U,C,06013,S,44-45,A00,2,A04,A0,A0,E0,0,0,2011,4,4634,216,2104,1,1,1
Q,U,C,06013,S,44-45,A00,2,A05,A0,A0,E0,0,0,2011,4,3314,159,2693,1,1,1
Q,U,C,06013,S,44-45,A00,2,A06,A0,A0,E0,0,0,2011,4,3871,112,2625,1,1,1
Q,U,C,06013,S,44-45,A00,2,A07,A0,A0,E0,0,0,2011,4,2544,44,2360,1,1,1
Q,U,C,06013,S,44-45,A00,2,A08,A0,A0,E0,0,0,2011,4,925,-3,1744,1,1,1
Q,U,C,06013,S,72,A00,1,A01,A0,A0,E0,0,0,2011,4,577,116,642,1,1,1
Q,U,C,06013,S,72,A00,1,A02,A0,A0,E0,0,0,2011,4,1479,41,865,1,1,1
Q,U,C,06013,S,72,A00,1,A03,A0,A0,E0,0,0,2011,4,1361,-26,1165,1,1,1
Q,U,C,06013,S,72,A00,1,A04,A0,A0,E0,0,0,2011,4,3182,-10,1640,1,1,1
Q,U,C,06013,S,72,A00,1,A05,A0,A0,E0,0,0,2011,4,2208,7,2177,1,1,1
Q,U,C,06013,S,72,A00,1,A06,A0,A0,E0,0,0,2011,4,1861,33,2486,1,1,1
Q,U,C,06013,S,72,A00,1,A07,A0,A0,E0,0,0,2011,4,1159,5,2323,1,1,1
Q,U,C,06013,S,72,A00,1,A08,A0,A0,E0,0,0,2011,4,656,-20,1645,1,1,1
Q,U,C,06013,S,72,A00,2,A01,A0,A0,E0,0,0,2011,4,847,144,561,1,1,1
Q,U,C,06013,S,72,A00,2,A02,A0,A0,E0,0,0,2011,4,1903,25,873,1,1,1
Q,U,C,06013,S,72,A00,2,A03,A0,A0,E0,0,0,2011,4,1686,-18,1193,1,1,1
Q,U,C,06013,S,72,A00,2,A04,A0,A0,E0,0,0,2011,4,3347,-25,1498,1,1,1
Q,U,C,06013,S,72,A00,2,A05,A0,A0,E0,0,0,2011,4,2225,34,1754,1,1,1
Q,U,C,06013,S,72,A00,2,A06,A0,A0,E0,0,0,2011,4,2015,21,1858,1,1,1
Q,U,C,06013,S,72,A00,2,A07,A0,A0,E0,0,0,2011,4,1139,-16,1851,1,1,1
Q,U,C,06013,S,72,A00,2,A08,A0,A0,E0,0,0,2011,4,632,1,1395,1,1,1
Q,U,C,06017,S,44-45,A00,1,A01,A0,A0,E0,0,0,2011,4,70,5,605,1,1,1
Q,U,C,06017,S,44-45,A00,1,A02,A0,A0,E0,0,0,2011,4,210,-3,1011,1,1,1
Q,U,C,06017,S,44-45,A00,1,A03,A0,A0,E0,0,0,2011,4,204,-3,1459,1,1,1
Q,U,C,06017,S,44-45,A00,1,A04,A0,A0,E0,0,0,2011,4,558,-8,2226,1,1,1
Q,U,C,06017,S,44-45,A00,1,A05,A0,A0,E0,0,0,2011,4,414,-7,3274,1,1,1
Q,U,C,06017,S,44-45,A00,1,A06,A0,A0,E0,0,0,2011,4,426,8,3830,1,1,1
Q,U,C,06017,S,44-45,A00,1,A07,A0,A0,E0,0,0,2011,4,315,-12,3941,1,1,1
Q,U,C,06017,S,44-45,A00,1,A08,A0,A0,E0,0,0,2011,4,133,-10,2220,1,1,1
Q,U,C,06017,S,44-45,A00,2,A01,A0,A0,E0,0,0,2011,4,82,-3,467,1,1,9
Q,U,C,06017,S,44-45,A00,2,A02,A0,A0,E0,0,0,2011,4,181,-9,879,1,1,1
Q,U,C,06017,S,44-45,A00,2,A03,A0,A0,E0,0,0,2011,4,160,-3,1191,1,1,1
Q,U,C,06017,S,44-45,A00,2,A04,A0,A0,E0,0,0,2011,4,408,-2,1828,1,1,1
Q,U,C,06017,S,44-45,A00,2,A05,A0,A0,E0,0,0,2011,4,321,-5,2317,1,1,1
Q,U,C,06017,S,44-45,A00,2,A06,A0,A0,E0,0,0,2011,4,487,-16,2317,1,1,1
Q,U,C,06017,S,44-45,A00,2,A07,A0,A0,E0,0,0,2011,4,324,-10,2040,1,1,1
Q,U,C,06017,S,44-45,A00,2,A08,A0,A0,E0,0,0,2011,4,128,-22,1840,1,1,1
Q,U,C,06017,S,72,A00,1,A01,A0,A0,E0,0,0,2011,4,130,3,505,1,1,1
Q,U,C,06017,S,72,A00,1,A02,A0,A0,E0,0,0,2011,4,286,-11,739,1,1,1
Q,U,C,06017,S,72,A00,1,A03,A0,A0,E0,0,0,2011,4,291,-19,946,1,1,1
Q,U,C,06017,S,72,A00,1,A04,A0,A0,E0,0,0,2011,4,606,-23,1350,1,1,1
Q,U,C,06017,S,72,A00,1,A05,A0,A0,E0,0,0,2011,4,390,-25,1533,1,1,1
Q,U,C,06017,S,72,A00,1,A06,A0,A0,E0,0,0,2011,4,312,-17,1898,1,1,1
Q,U,C,06017,S,72,A00,1,A07,A0,A0,E0,0,0,2011,4,186,-20,1535,1,1,1
Q,U,C,06017,S,72,A00,1,A08,A0,A0,E0,0,0,2011,4,135,-26,1234,1,1,1
Q,U,C,06017,S,72,A00,2,A01,A0,A0,E0,0,0,2011,4,214,-10,469,1,1,1
Q,U,C,06017,S,72,A00,2,A02,A0,A0,E0,0,0,2011,4,346,-19,714,1,1,1
Q,U,C,06017,S,72,A00,2,A03,A0,A0,E0,0,0,2011,4,292,-16,1012,1,1,1
Q,U,C,06017,S,72,A00,2,A04,A0,A0,E0,0,0,2011,4,602,-40,1239,1,1,1
Q,U,C,06017,S,72,A00,2,A05,A0,A0,E0,0,0,2011,4,337,-18,1409,1,1,1
Q,U,C,06017,S,72,A00,2,A06,A0,A0,E0,0,0,2011,4,333,-37,1410,1,1,1
Q,U,C,06017,S,72,A00,2,A07,A0,A0,E0,0,0,2011,4,201,-24,1319,1,1,1
Q,U,C,06017,S,72,A00,2,A08,A0,A0,E0,0,0,2011,4,113,-18,1087,1,1,1
Q,U,C,06019,S,44-45,A00,1,A01,A0,A0,E0,0,0,2011,4,308,66,616,1,1,1
Q,U,C,06019,S,44-45,A00,1,A02,A0,A0,E0,0,0,2011,4,1765,94,990,1,1,1
Q,U,C,06019,S,44-45,A00,1,A03,A0,A0,E0,0,0,2011,4,1930,-43,1378,1,1,1
Q,U,C,06019,S,44-45,A00,1,A04,A0,A0,E0,0,0,2011,4,4833,-68,2218,1,1,1
Q,U,C,06019,S,44-45,A00,1,A05,A0,A0,E0,0,0,2011,4,3003,-22,3230,1,1,1
Q,U,C,06019,S,44-45,A00,1,A06,A0,A0,E0,0,0,2011,4,2580,-42,3574,1,1,1
Q,U,C,06019,S,44-45,A00,1,A07,A0,A0,E0,0,0,2011,4,1644,-25,3770,1,1,1
Q,U,C,06019,S,44-45,A00,1,A08,A0,A0,E0,0,0,2011,4,685,-28,2395,1,1,1
Q,U,C,06019,S,44-45,A00,2,A01,A0,A0,E0,0,0,2011,4,346,157,562,1,1,1
Q,U,C,06019,S,44-45,A00,2,A02,A0,A0,E0,0,0,2011,4,2006,147,786,1,1,1
Q,U,C,06019,S,44-45,A00,2,A03,A0,A0,E0,0,0,2011,4,1826,-9,1093,1,1,1
Q,U,C,06019,S,44-45,A00,2,A04,A0,A0,E0,0,0,2011,4,3772,-37,1725,1,1,1
Q,U,C,06019,S,44-45,A00,2,A05,A0,A0,E0,0,0,2011,4,2405,14,2147,1,1,1
Q,U,C,06019,S,44-45,A00,2,A06,A0,A0,E0,0,0,2011,4,2379,29,2281,1,1,1
Q,U,C,06019,S,44-45,A00,2,A07,A0,A0,E0,0,0,2011,4,1466,-3,2244,1,1,1
Q,U,C,06019,S,44-45,A00,2,A08,A0,A0,E0,0,0,2011,4,569,3,1565,1,1,1
Q,U,C,06019,S,72,A00,1,A01,A0,A0,E0,0,0,2011,4,437,121,638,1,1,1
Q,U,C,06019,S,72,A00,1,A02,A0,A0,E0,0,0,2011,4,1973,88,824,1,1,1
Q,U,C,06019,S,72,A00,1,A03,A0,A0,E0,0,0,2011,4,1637,-22,1006,1,1,1
Q,U,C,06019,S,72,A00,1,A04,A0,A0,E0,0,0,2011,4,3108,-16,1410,1,1,1
Q,U,C,06019,S,72,A00,1,A05,A0,A0,E0,0,0,2011,4,1676,-7,1757,1,1,1
Q,U,C,06019,S,72,A00,1,A06,A0,A0,E0,0,0,2011,4,1257,-20,2127,1,1,1
Q,U,C,06019,S,72,A00,1,A07,A0,A0,E0,0,0,2011,4,693,-24,2026,1,1,1
Q,U,C,06019,S,72,A00,1,A08,A0,A0,E0,0,0,2011,4,436,-10,1463,1,1,1
Q,U,C,06019,S,72,A00,2,A01,A0,A0,E0,0,0,2011,4,626,122,583,1,1,1
Q,U,C,06019,S,72,A00,2,A02,A0,A0,E0,0,0,2011,4,2512,50,795,1,1,1
Q,U,C,06019,S,72,A00,2,A03,A0,A0,E0,0,0,2011,4,1975,-36,1050,1,1,1
Q,U,C,06019,S,72,A00,2,A04,A0,A0,E0,0,0,2011,4,3122,-53,1342,1,1,1
Q,U,C,06019,S,72,A00,2,A05,A0,A0,E0,0,0,2011,4,1837,0,1592,1,1,1
Q,U,C,06019,S,72,A00,2,A06,A0,A0,E0,0,0,2011,4,1537,-44,1594,1,1,1
Q,U,C,06019,S,72,A00,2,A07,A0,A0,E0,0,0,2011,4,834,-23,1533,1,1,1
Q,U,C,06019,S,72,A00,2,A08,A0,A0,E0,0,0,2011,4,428,-6,1310,1,1,1
Q,U,C,06025,S,44-45,A00,1,A01,A0,A0,E0,0,0,2011,4,39,39,617,1,1,1
Q,U,C,06025,S,44-45,A00,1,A02,A0,A0,E0,0,0,2011,4,251,46,897,1,1,1
Q,U,C,06025,S,44-45,A00,1,A03,A0,A0,E0,0,0,2011,4,291,14,1196,1,1,1
Q,U,C,06025,S,44-45,A00,1,A04,A0,A0,E0,0,0,2011,4,759,20,1944,1,1,1
Q,U,C,06025,S,44-45,A00,1,A05,A0,A0,E0,0,0,2011,4,556,5,2823,1,1,1
Q,U,C,06025,S,44-45,A00,1,A06,A0,A0,E0,0,0,2011,4,501,-3,3175,1,1,1
Q,U,C,06025,S,44-45,A00,1,A07,A0,A0,E0,0,0,2011,4,275,6,3494,1,1,1
Q,U,C,06025,S,44-45,A00,1,A08,A0,A0,E0,0,0,2011,4,105,6,2930,1,1,1
Q,U,C,06025,S,44-45,A00,2,A01,A0,A0,E0,0,0,2011,4,53,45,467,1,1,1
Q,U,C,06025,S,44-45,A00,2,A02,A0,A0,E0,0,0,2011,4,323,63,806,1,1,1
Q,U,C,06025,S,44-45,A00,2,A03,A0,A0,E0,0,0,2011,4,302,39,1087,1,1,1
Q,U,C,06025,S,44-45,A00,2,A04,A0,A0,E0,0,0,2011,4,748,19,1595,1,1,1
Q,U,C,06025,S,44-45,A00,2,A05,A0,A0,E0,0,0,2011,4,534,18,1906,1,1,1
Q,U,C,06025,S,44-45,A00,2,A06,A0,A0,E0,0,0,2011,4,519,15,2034,1,1,1
Q,U,C,06025,S,44-45,A00,2,A07,A0,A0,E0,0,0,2011,4,302,0,1889,1,1,1
Q,U,C,06025,S,44-45,A00,2,A08,A0,A0,E0,0,0,2011,4,92,3,1621,1,1,1
Q,U,C,06025,S,72,A00,1,A01,A0,A0,E0,0,0,2011,4,44,19,804,1,1,1
Q,U,C,06025,S,72,A00,1,A02,A0,A0,E0,0,0,2011,4,195,4,871,1,1,1
Q,U,C,06025,S,72,A00,1,A03,A0,A0,E0,0,0,2011,4,189,6,1022,1,1,1
Q,U,C,06025,S,72,A00,1,A04,A0,A0,E0,0,0,2011,4,385,-8,1371,1,1,1
Q,U,C,06025,S,72,A00,1,A05,A0,A0,E0,0,0,2011,4,252,1,1823,1,1,1
Q,U,C,06025,S,72,A00,1,A06,A0,A0,E0,0,0,2011,4,229,9,2038,1,1,1
Q,U,C,06025,S,72,A00,1,A07,A0,A0,E0,0,0,2011,4,112,9,2025,1,1,1
Q,U,C,06025,S,72,A00,1,A08,A0,A0,E0,0,0,2011,4,68,12,1381,1,1,1
Q,U,C,06025,S,72,A00,2,A01,A0,A0,E0,0,0,2011,4,59,16,692,1,1,1
Q,U,C,06025,S,72,A00,2,A02,A0,A0,E0,0,0,2011,4,237,10,874,1,1,1
Q,U,C,06025,S,72,A00,2,A03,A0,A0,E0,0,0,2011,4,245,9,1104,1,1,1
Q,U,C,06025,S,72,A00,2,A04,A0,A0,E0,0,0,2011,4,489,0,1317,1,1,1
Q,U,C,06025,S,72,A00,2,A05,A0,A0,E0,0,0,2011,4,321,15,1466,1,1,1
Q,U,C,06025,S,72,A00,2,A06,A0,A0,E0,0,0,2011,4,325,8,1639,1,1,1
Q,U,C,06025,S,72,A00,2,A07,A0,A0,E0,0,0,2011,4,148,17,1500,1,1,1
Q,U,C,06025,S,72,A00,2,A08,A0,A0,E0,0,0,2011,4,55,9,1523,1,1,1
Q,U,C,06029,S,44-45,A00,1,A01,A0,A0,E0,0,0,2011,4,274,107,821,1,1,1
Q,U,C,06029,S,44-45,A00,1,A02,A0,A0,E0,0,0,2011,4,1367,78,1170,1,1,1
Q,U,C,06029,S,44-45,A00,1,A03,A0,A0,E0,0,0,2011,4,1202,13,1559,1,1,1
Q,U,C,06029,S,44-45,A00,1,A04,A0,A0,E0,0,0,2011,4,2885,9,2480,1,1,1
Q,U,C,06029,S,44-45,A00,1,A05,A0,A0,E0,0,0,2011,4,2076,17,3286,1,1,1
Q,U,C,06029,S,44-45,A00,1,A06,A0,A0,E0,0,0,2011,4,1913,11,3655,1,1,1
Q,U,C,06029,S,44-45,A00,1,A07,A0,A0,E0,0,0,2011,4,1165,-10,3724,1,1,1
Q,U,C,06029,S,44-45,A00,1,A08,A0,A0,E0,0,0,2011,4,487,-4,2541,1,1,1
Q,U,C,06029,S,44-45,A00,2,A01,A0,A0,E0,0,0,2011,4,253,135,626,1,1,1
Q,U,C,06029,S,44-45,A00,2,A02,A0,A0,E0,0,0,2011,4,1396,111,900,1,1,1
Q,U,C,06029,S,44-45,A00,2,A03,A0,A0,E0,0,0,2011,4,1165,57,1205,1,1,1
Q,U,C,06029,S,44-45,A00,2,A04,A0,A0,E0,0,0,2011,4,2636,52,1769,1,1,1
Q,U,C,06029,S,44-45,A00,2,A05,A0,A0,E0,0,0,2011,4,1977,42,2182,1,1,1
Q,U,C,06029,S,44-45,A00,2,A06,A0,A0,E0,0,0,2011,4,1938,13,2145,1,1,1
Q,U,C,06029,S,44-45,A00,2,A07,A0,A0,E0,0,0,2011,4,1071,15,2222,1,1,1
Q,U,C,06029,S,44-45,A00,2,A08,A0,A0,E0,0,0,2011,4,409,-3,1641,1,1,1
Q,U,C,06029,S,72,A00,1,A01,A0,A0,E0,0,0,2011,4,476,92,661,1,1,1
Q,U,C,06029,S,72,A00,1,A02,A0,A0,E0,0,0,2011,4,1206,22,880,1,1,1
Q,U,C,06029,S,72,A00,1,A03,A0,A0,E0,0,0,2011,4,832,1,1068,1,1,1
Q,U,C,06029,S,72,A00,1,A04,A0,A0,E0,0,0,2011,4,1784,-10,1367,1,1,1
Q,U,C,06029,S,72,A00,1,A05,A0,A0,E0,0,0,2011,4,1215,-2,1722,1,1,1
Q,U,C,06029,S,72,A00,1,A06,A0,A0,E0,0,0,2011,4,958,0,1869,1,1,1
Q,U,C,06029,S,72,A00,1,A07,A0,A0,E0,0,0,2011,4,527,6,1972,1,1,1
Q,U,C,06029,S,72,A00,1,A08,A0,A0,E0,0,0,2011,4,322,3,1369,1,1,1
Q,U,C,06029,S,72,A00,2,A01,A0,A0,E0,0,0,2011,4,684,124,614,1,1,1
Q,U,C,06029,S,72,A00,2,A02,A0,A0,E0,0,0,2011,4,1743,-4,849,1,1,1
Q,U,C,06029,S,72,A00,2,A03,A0,A0,E0,0,0,2011,4,1177,-14,1086,1,1,1
Q,U,C,06029,S,72,A00,2,A04,A0,A0,E0,0,0,2011,4,2281,-44,1298,1,1,1
Q,U,C,06029,S,72,A00,2,A05,A0,A0,E0,0,0,2011,4,1558,15,1433,1,1,1
Q,U,C,06029,S,72,A00,2,A06,A0,A0,E0,0,0,2011,4,1344,-13,1502,1,1,1
Q,U,C,06029,S,72,A00,2,A07,A0,A0,E0,0,0,2011,4,653,-10,1453,1,1,1
Q,U,C,06029,S,72,A00,2,A08,A0,A0,E0,0,0,2011,4,335,5,1285,1,1,1
Q,U,C,06037,S,44-45,A00,1,A01,A0,A0,E0,0,0,2011,4,3183,2010,766,1,1,1
Q,U,C,06037,S,44-45,A00,1,A02,A0,A0,E0,0,0,2011,4,19630,2912,1039,1,1,1
Q,U,C,06037,S,44-45,A00,1,A03,A0,A0,E0,0,0,2011,4,21497,1057,1506,1,1,1
Q,U,C,06037,S,44-45,A00,1,A04,A0,A0,E0,0,0,2011,4,54632,1411,2608,1,1,1
Q,U,C,06037,S,44-45,A00,1,A05,A0,A0,E0,0,0,2011,4,42860,522,3968,1,1,1
Q,U,C,06037,S,44-45,A00,1,A06,A0,A0,E0,0,0,2011,4,39576,108,4305,1,1,1
Q,U,C,06037,S,44-45,A00,1,A07,A0,A0,E0,0,0,2011,4,23942,-119,3964,1,1,1
Q,U,C,06037,S,44-45,A00,1,A08,A0,A0,E0,0,0,2011,4,8786,15,3612,1,1,1
Q,U,C,06037,S,44-45,A00,2,A01,A0,A0,E0,0,0,2011,4,4009,3271,615,1,1,1
Q,U,C,06037,S,44-45,A00,2,A02,A0,A0,E0,0,0,2011,4,23964,4241,859,1,1,1
Q,U,C,06037,S,44-45,A00,2,A03,A0,A0,E0,0,0,2011,4,22795,1579,1291,1,1,1
Q,U,C,06037,S,44-45,A00,2,A04,A0,A0,E0,0,0,2011,4,48797,2122,2171,1,1,1
Q,U,C,06037,S,44-45,A00,2,A05,A0,A0,E0,0,0,2011,4,36106,1107,2758,1,1,1
Q,U,C,06037,S,44-45,A00,2,A06,A0,A0,E0,0,0,2011,4,35333,903,2692,1,1,1
Q,U,C,06037,S,44-45,A00,2,A07,A0,A0,E0,0,0,2011,4,20655,318,2498,1,1,1
Q,U,C,06037,S,44-45,A00,2,A08,A0,A0,E0,0,0,2011,4,7383,26,1937,1,1,1
Q,U,C,06037,S,72,A00,1,A01,A0,A0,E0,0,0,2011,4,4567,1023,774,1,1,1
Q,U,C,06037,S,72,A00,1,A02,A0,A0,E0,0,0,2011,4,17119,583,950,1,1,1
Q,U,C,06037,S,72,A00,1,A03,A0,A0,E0,0,0,2011,4,16011,207,1235,1,1,1
Q,U,C,06037,S,72,A00,1,A04,A0,A0,E0,0,0,2011,4,43398,130,1703,1,1,1
Q,U,C,06037,S,72,A00,1,A05,A0,A0,E0,0,0,2011,4,35263,-77,2145,1,1,1
Q,U,C,06037,S,72,A00,1,A06,A0,A0,E0,0,0,2011,4,31414,-275,2296,1,1,1
Q,U,C,06037,S,72,A00,1,A07,A0,A0,E0,0,0,2011,4,17991,-276,2291,1,1,1
Q,U,C,06037,S,72,A00,1,A08,A0,A0,E0,0,0,2011,4,9295,-124,1901,1,1,1
Q,U,C,06037,S,72,A00,2,A01,A0,A0,E0,0,0,2011,4,6378,1264,697,1,1,1
Q,U,C,06037,S,72,A00,2,A02,A0,A0,E0,0,0,2011,4,21001,439,903,1,1,1
Q,U,C,06037,S,72,A00,2,A03,A0,A0,E0,0,0,2011,4,18503,83,1221,1,1,1
Q,U,C,06037,S,72,A00,2,A04,A0,A0,E0,0,0,2011,4,41478,-141,1603,1,1,1
