periodicity,seasonadj,geo_level,geography,ind_level,industry,ownercode,sex,agegrp,race,ethnicity,education,firmage,firmsize,year,quarter,Emp,FrmJbC,EarnBeg,sEmp,sFrmJbC,sEarnBeg
Q,U,C,06013,S,44-45,A00,2,A00,A0,A0,E4,0,0,2011,4,3356,149,3215,1,1,1
Q,U,C,06013,S,44-45,A00,2,A00,A0,A0,E5,0,0,2011,4,4996,851,1003,1,1,1
Q,U,C,06013,S,72,A00,1,A00,A0,A0,E1,0,0,2011,4,2380,6,1716,1,1,1
Q,U,C,06013,S,72,A00,1,A00,A0,A0,E2,0,0,2011,4,2291,9,1828,1,1,1
Q,U,C,06013,S,72,A00,1,A00,A0,A0,E3,0,0,2011,4,2575,-1,2086,1,1,1
Q,U,C,06013,S,72,A00,1,A00,A0,A0,E4,0,0,2011,4,1820,2,2627,1,1,1
Q,U,C,06013,S,72,A00,1,A00,A0,A0,E5,0,0,2011,4,3417,132,946,1,1,1
Q,U,C,06013,S,72,A00,2,A00,A0,A0,E1,0,0,2011,4,2313,4,1471,1,1,1
Q,U,C,06013,S,72,A00,2,A00,A0,A0,E2,0,0,2011,4,2366,0,1563,1,1,1
Q,U,C,06013,S,72,A00,2,A00,A0,A0,E3,0,0,2011,4,2739,8,1712,1,1,1
Q,U,C,06013,S,72,A00,2,A00,A0,A0,E4,0,0,2011,4,1939,3,1989,1,1,1
Q,U,C,06013,S,72,A00,2,A00,A0,A0,E5,0,0,2011,4,4436,153,934,1,1,1
Q,U,C,06017,S,44-45,A00,1,A00,A0,A0,E1,0,0,2011,4,265,-6,2268,1,1,1
Q,U,C,06017,S,44-45,A00,1,A00,A0,A0,E2,0,0,2011,4,581,-9,2821,1,1,1
Q,U,C,06017,S,44-45,A00,1,A00,A0,A0,E3,0,0,2011,4,641,-8,3127,1,1,1
Q,U,C,06017,S,44-45,A00,1,A00,A0,A0,E4,0,0,2011,4,359,-6,4245,1,1,1
Q,U,C,06017,S,44-45,A00,1,A00,A0,A0,E5,0,0,2011,4,484,-2,1141,1,1,1
Q,U,C,06017,S,44-45,A00,2,A00,A0,A0,E1,0,0,2011,4,232,-10,1597,1,1,1
Q,U,C,06017,S,44-45,A00,2,A00,A0,A0,E2,0,0,2011,4,530,-23,1978,1,1,1
Q,U,C,06017,S,44-45,A00,2,A00,A0,A0,E3,0,0,2011,4,613,-17,2115,1,1,1
Q,U,C,06017,S,44-45,A00,2,A00,A0,A0,E4,0,0,2011,4,294,-5,2726,1,1,1
Q,U,C,06017,S,44-45,A00,2,A00,A0,A0,E5,0,0,2011,4,424,-15,918,1,1,1
Q,U,C,06017,S,72,A00,1,A00,A0,A0,E1,0,0,2011,4,400,-24,1326,1,1,1
Q,U,C,06017,S,72,A00,1,A00,A0,A0,E2,0,0,2011,4,481,-27,1383,1,1,1
Q,U,C,06017,S,72,A00,1,A00,A0,A0,E3,0,0,2011,4,475,-31,1546,1,1,1
Q,U,C,06017,S,72,A00,1,A00,A0,A0,E4,0,0,2011,4,273,-31,1945,1,1,1
Q,U,C,06017,S,72,A00,1,A00,A0,A0,E5,0,0,2011,4,707,-27,781,1,1,1
Q,U,C,06017,S,72,A00,2,A00,A0,A0,E1,0,0,2011,4,354,-28,1212,1,1,1
Q,U,C,06017,S,72,A00,2,A00,A0,A0,E2,0,0,2011,4,449,-35,1272,1,1,1
Q,U,C,06017,S,72,A00,2,A00,A0,A0,E3,0,0,2011,4,512,-49,1347,1,1,1
Q,U,C,06017,S,72,A00,2,A00,A0,A0,E4,0,0,2011,4,270,-24,1437,1,1,1
Q,U,C,06017,S,72,A00,2,A00,A0,A0,E5,0,0,2011,4,852,-45,754,1,1,1
Q,U,C,06019,S,44-45,A00,1,A00,A0,A0,E1,0,0,2011,4,2553,-44,2223,1,1,1
Q,U,C,06019,S,44-45,A00,1,A00,A0,A0,E2,0,0,2011,4,3480,-50,2660,1,1,1
Q,U,C,06019,S,44-45,A00,1,A00,A0,A0,E3,0,0,2011,4,4469,-80,3035,1,1,1
Q,U,C,06019,S,44-45,A00,1,A00,A0,A0,E4,0,0,2011,4,2243,-11,4005,1,1,1
Q,U,C,06019,S,44-45,A00,1,A00,A0,A0,E5,0,0,2011,4,4003,116,1150,1,1,1
Q,U,C,06019,S,44-45,A00,2,A00,A0,A0,E1,0,0,2011,4,2297,-8,1626,1,1,1
Q,U,C,06019,S,44-45,A00,2,A00,A0,A0,E2,0,0,2011,4,3068,-1,1887,1,1,1
Q,U,C,06019,S,44-45,A00,2,A00,A0,A0,E3,0,0,2011,4,3614,5,2073,1,1,1
Q,U,C,06019,S,44-45,A00,2,A00,A0,A0,E4,0,0,2011,4,1611,10,2644,1,1,1
Q,U,C,06019,S,44-45,A00,2,A00,A0,A0,E5,0,0,2011,4,4178,296,902,1,1,1
Q,U,C,06019,S,72,A00,1,A00,A0,A0,E1,0,0,2011,4,1995,-22,1467,1,1,1
Q,U,C,06019,S,72,A00,1,A00,A0,A0,E2,0,0,2011,4,1934,-23,1573,1,1,1
Q,U,C,06019,S,72,A00,1,A00,A0,A0,E3,0,0,2011,4,2127,-16,1766,1,1,1
Q,U,C,06019,S,72,A00,1,A00,A0,A0,E4,0,0,2011,4,1115,-15,2084,1,1,1
Q,U,C,06019,S,72,A00,1,A00,A0,A0,E5,0,0,2011,4,4048,188,878,1,1,1
Q,U,C,06019,S,72,A00,2,A00,A0,A0,E1,0,0,2011,4,2250,-48,1250,1,1,1
Q,U,C,06019,S,72,A00,2,A00,A0,A0,E2,0,0,2011,4,2061,-28,1404,1,1,1
Q,U,C,06019,S,72,A00,2,A00,A0,A0,E3,0,0,2011,4,2284,-36,1558,1,1,1
Q,U,C,06019,S,72,A00,2,A00,A0,A0,E4,0,0,2011,4,1163,-13,1846,1,1,1
Q,U,C,06019,S,72,A00,2,A00,A0,A0,E5,0,0,2011,4,5113,137,867,1,1,1
Q,U,C,06025,S,44-45,A00,1,A00,A0,A0,E1,0,0,2011,4,834,19,2005,1,1,1
Q,U,C,06025,S,44-45,A00,1,A00,A0,A0,E2,0,0,2011,4,530,3,2415,1,1,1
Q,U,C,06025,S,44-45,A00,1,A00,A0,A0,E3,0,0,2011,4,562,9,3026,1,1,1
Q,U,C,06025,S,44-45,A00,1,A00,A0,A0,E4,0,0,2011,4,269,3,4684,1,1,1
Q,U,C,06025,S,44-45,A00,1,A00,A0,A0,E5,0,0,2011,4,581,100,1027,1,1,1
Q,U,C,06025,S,44-45,A00,2,A00,A0,A0,E1,0,0,2011,4,837,10,1515,1,1,1
Q,U,C,06025,S,44-45,A00,2,A00,A0,A0,E2,0,0,2011,4,571,10,1769,1,1,1
Q,U,C,06025,S,44-45,A00,2,A00,A0,A0,E3,0,0,2011,4,563,21,2039,1,1,1
Q,U,C,06025,S,44-45,A00,2,A00,A0,A0,E4,0,0,2011,4,224,13,2517,1,1,1
Q,U,C,06025,S,44-45,A00,2,A00,A0,A0,E5,0,0,2011,4,678,148,905,1,1,1
Q,U,C,06025,S,72,A00,1,A00,A0,A0,E1,0,0,2011,4,479,-1,1520,1,1,1
Q,U,C,06025,S,72,A00,1,A00,A0,A0,E2,0,0,2011,4,244,7,1599,1,1,1
Q,U,C,06025,S,72,A00,1,A00,A0,A0,E3,0,0,2011,4,218,13,1870,1,1,1
Q,U,C,06025,S,72,A00,1,A00,A0,A0,E4,0,0,2011,4,106,5,2373,1,1,1
Q,U,C,06025,S,72,A00,1,A00,A0,A0,E5,0,0,2011,4,428,29,931,1,1,1
Q,U,C,06025,S,72,A00,2,A00,A0,A0,E1,0,0,2011,4,598,18,1226,1,1,1
Q,U,C,06025,S,72,A00,2,A00,A0,A0,E2,0,0,2011,4,314,13,1433,1,1,1
Q,U,C,06025,S,72,A00,2,A00,A0,A0,E3,0,0,2011,4,290,8,1643,1,1,1
Q,U,C,06025,S,72,A00,2,A00,A0,A0,E4,0,0,2011,4,135,10,2172,1,1,1
Q,U,C,06025,S,72,A00,2,A00,A0,A0,E5,0,0,2011,4,542,35,959,1,1,1
Q,U,C,06029,S,44-45,A00,1,A00,A0,A0,E1,0,0,2011,4,2076,3,2470,1,1,1
Q,U,C,06029,S,44-45,A00,1,A00,A0,A0,E2,0,0,2011,4,2434,6,2922,1,1,1
Q,U,C,06029,S,44-45,A00,1,A00,A0,A0,E3,0,0,2011,4,2705,2,3277,1,1,1
Q,U,C,06029,S,44-45,A00,1,A00,A0,A0,E4,0,0,2011,4,1311,11,4136,1,1,1
Q,U,C,06029,S,44-45,A00,1,A00,A0,A0,E5,0,0,2011,4,2844,197,1301,1,1,1
Q,U,C,06029,S,44-45,A00,2,A00,A0,A0,E1,0,0,2011,4,2078,31,1691,1,1,1
Q,U,C,06029,S,44-45,A00,2,A00,A0,A0,E2,0,0,2011,4,2409,24,1912,1,1,1
Q,U,C,06029,S,44-45,A00,2,A00,A0,A0,E3,0,0,2011,4,2500,48,2114,1,1,1
Q,U,C,06029,S,44-45,A00,2,A00,A0,A0,E4,0,0,2011,4,1044,16,2668,1,1,1
Q,U,C,06029,S,44-45,A00,2,A00,A0,A0,E5,0,0,2011,4,2814,303,1002,1,1,1
Q,U,C,06029,S,72,A00,1,A00,A0,A0,E1,0,0,2011,4,1616,-20,1491,1,1,1
Q,U,C,06029,S,72,A00,1,A00,A0,A0,E2,0,0,2011,4,1284,7,1544,1,1,1
Q,U,C,06029,S,72,A00,1,A00,A0,A0,E3,0,0,2011,4,1244,0,1669,1,1,1
Q,U,C,06029,S,72,A00,1,A00,A0,A0,E4,0,0,2011,4,662,10,2022,1,1,1
Q,U,C,06029,S,72,A00,1,A00,A0,A0,E5,0,0,2011,4,2515,115,900,1,1,1
Q,U,C,06029,S,72,A00,2,A00,A0,A0,E1,0,0,2011,4,2083,2,1287,1,1,1
Q,U,C,06029,S,72,A00,2,A00,A0,A0,E2,0,0,2011,4,1725,-33,1361,1,1,1
Q,U,C,06029,S,72,A00,2,A00,A0,A0,E3,0,0,2011,4,1604,-9,1448,1,1,1
Q,U,C,06029,S,72,A00,2,A00,A0,A0,E4,0,0,2011,4,759,-6,1634,1,1,1
Q,U,C,06029,S,72,A00,2,A00,A0,A0,E5,0,0,2011,4,3604,107,881,1,1,1
Q,U,C,06037,S,44-45,A00,1,A00,A0,A0,E1,0,0,2011,4,41997,380,2531,1,1,1
Q,U,C,06037,S,44-45,A00,1,A00,A0,A0,E2,0,0,2011,4,41470,515,3050,1,1,1
Q,U,C,06037,S,44-45,A00,1,A00,A0,A0,E3,0,0,2011,4,51757,641,3600,1,1,1
Q,U,C,06037,S,44-45,A00,1,A00,A0,A0,E4,0,0,2011,4,34571,408,5491,1,1,1
Q,U,C,06037,S,44-45,A00,1,A00,A0,A0,E5,0,0,2011,4,44310,5979,1246,1,1,1
Q,U,C,06037,S,44-45,A00,2,A00,A0,A0,E1,0,0,2011,4,36338,923,1879,1,1,1
Q,U,C,06037,S,44-45,A00,2,A00,A0,A0,E2,0,0,2011,4,38195,1103,2186,1,1,1
Q,U,C,06037,S,44-45,A00,2,A00,A0,A0,E3,0,0,2011,4,45395,1483,2532,1,1,1
Q,U,C,06037,S,44-45,A00,2,A00,A0,A0,E4,0,0,2011,4,28347,969,3524,1,1,1
Q,U,C,06037,S,44-45,A00,2,A00,A0,A0,E5,0,0,2011,4,50768,9121,1033,1,1,1
Q,U,C,06037,S,72,A00,1,A00,A0,A0,E1,0,0,2011,4,46139,-243,1815,1,1,1
Q,U,C,06037,S,72,A00,1,A00,A0,A0,E2,0,0,2011,4,32986,-100,1897,1,1,1
Q,U,C,06037,S,72,A00,1,A00,A0,A0,E3,0,0,2011,4,34570,-114,2135,1,1,1
Q,U,C,06037,S,72,A00,1,A00,A0,A0,E4,0,0,2011,4,23666,-165,2553,1,1,1
Q,U,C,06037,S,72,A00,1,A00,A0,A0,E5,0,0,2011,4,37697,1815,1050,1,1,1
Q,U,C,06037,S,72,A00,2,A00,A0,A0,E1,0,0,2011,4,36856,-64,1540,1,1,1
Q,U,C,06037,S,72,A00,2,A00,A0,A0,E2,0,0,2011,4,29307,-180,1637,1,1,1
Q,U,C,06037,S,72,A00,2,A00,A0,A0,E3,0,0,2011,4,31306,-264,1804,1,1,1
Q,U,C,06037,S,72,A00,2,A00,A0,A0,E4,0,0,2011,4,21311,-220,2074,1,1,1
Q,U,C,06037,S,72,A00,2,A00,A0,A0,E5,0,0,2011,4,45882,1790,1003,1,1,1
Q,U,C,06039,S,44-45,A00,1,A00,A0,A0,E1,0,0,2011,4,238,6,2199,1,1,1
Q,U,C,06039,S,44-45,A00,1,A00,A0,A0,E2,0,0,2011,4,318,5,2870,1,1,1
Q,U,C,06039,S,44-45,A00,1,A00,A0,A0,E3,0,0,2011,4,374,2,3147,1,1,1
Q,U,C,06039,S,44-45,A00,1,A00,A0,A0,E4,0,0,2011,4,212,-2,4810,1,1,1
Q,U,C,06039,S,44-45,A00,1,A00,A0,A0,E5,0,0,2011,4,328,7,1185,1,1,1
Q,U,C,06039,S,44-45,A00,2,A00,A0,A0,E1,0,0,2011,4,213,2,1600,1,1,1
Q,U,C,06039,S,44-45,A00,2,A00,A0,A0,E2,0,0,2011,4,298,-3,1862,1,1,1
Q,U,C,06039,S,44-45,A00,2,A00,A0,A0,E3,0,0,2011,4,332,-7,2199,1,1,1
Q,U,C,06039,S,44-45,A00,2,A00,A0,A0,E4,0,0,2011,4,151,-5,2798,1,1,1
Q,U,C,06039,S,44-45,A00,2,A00,A0,A0,E5,0,0,2011,4,295,-8,1044,1,1,1
Q,U,C,06039,S,72,A00,1,A00,A0,A0,E1,0,0,2011,4,300,-11,2100,1,1,1
Q,U,C,06039,S,72,A00,1,A00,A0,A0,E2,0,0,2011,4,330,-15,2398,1,1,1
Q,U,C,06039,S,72,A00,1,A00,A0,A0,E3,0,0,2011,4,358,-10,2754,1,1,1
Q,U,C,06039,S,72,A00,1,A00,A0,A0,E4,0,0,2011,4,179,-9,3203,1,1,1
Q,U,C,06039,S,72,A00,1,A00,A0,A0,E5,0,0,2011,4,417,-12,1083,1,1,1
Q,U,C,06039,S,72,A00,2,A00,A0,A0,E1,0,0,2011,4,459,-14,1868,1,1,1
Q,U,C,06039,S,72,A00,2,A00,A0,A0,E2,0,0,2011,4,431,-20,1952,1,1,1
Q,U,C,06039,S,72,A00,2,A00,A0,A0,E3,0,0,2011,4,448,-22,2200,1,1,1
Q,U,C,06039,S,72,A00,2,A00,A0,A0,E4,0,0,2011,4,195,-10,2519,1,1,1
Q,U,C,06039,S,72,A00,2,A00,A0,A0,E5,0,0,2011,4,521,-11,980,1,1,1
Q,U,C,06041,S,44-45,A00,1,A00,A0,A0,E1,0,0,2011,4,861,17,2636,1,1,1
Q,U,C,06041,S,44-45,A00,1,A00,A0,A0,E2,0,0,2011,4,1334,14,3096,1,1,1
Q,U,C,06041,S,44-45,A00,1,A00,A0,A0,E3,0,0,2011,4,1789,20,3817,1,1,1
Q,U,C,06041,S,44-45,A00,1,A00,A0,A0,E4,0,0,2011,4,1337,4,5774,1,1,1
Q,U,C,06041,S,44-45,A00,1,A00,A0,A0,E5,0,0,2011,4,1074,150,1334,1,1,1
Q,U,C,06041,S,44-45,A00,2,A00,A0,A0,E1,0,0,2011,4,620,23,1991,1,1,1
Q,U,C,06041,S,44-45,A00,2,A00,A0,A0,E2,0,0,2011,4,1082,45,2342,1,1,1
Q,U,C,06041,S,44-45,A00,2,A00,A0,A0,E3,0,0,2011,4,1554,52,2640,1,1,1
Q,U,C,06041,S,44-45,A00,2,A00,A0,A0,E4,0,0,2011,4,1188,54,3714,1,1,1
Q,U,C,06041,S,44-45,A00,2,A00,A0,A0,E5,0,0,2011,4,1122,222,1121,1,1,1
Q,U,C,06041,S,72,A00,1,A00,A0,A0,E1,0,0,2011,4,997,-13,1780,1,1,1
Q,U,C,06041,S,72,A00,1,A00,A0,A0,E2,0,0,2011,4,1044,-19,1955,1,1,1
Q,U,C,06041,S,72,A00,1,A00,A0,A0,E3,0,0,2011,4,1170,1,2206,1,1,1
Q,U,C,06041,S,72,A00,1,A00,A0,A0,E4,0,0,2011,4,913,-4,2928,1,1,1
Q,U,C,06041,S,72,A00,1,A00,A0,A0,E5,0,0,2011,4,1002,-9,1091,1,1,1
Q,U,C,06041,S,72,A00,2,A00,A0,A0,E1,0,0,2011,4,766,-25,1535,1,1,1
Q,U,C,06041,S,72,A00,2,A00,A0,A0,E2,0,0,2011,4,939,-22,1678,1,1,1
Q,U,C,06041,S,72,A00,2,A00,A0,A0,E3,0,0,2011,4,1137,-31,1813,1,1,1
Q,U,C,06041,S,72,A00,2,A00,A0,A0,E4,0,0,2011,4,880,-14,2013,1,1,1
Q,U,C,06041,S,72,A00,2,A00,A0,A0,E5,0,0,2011,4,1174,0,1047,1,1,1
Q,U,C,06047,S,44-45,A00,1,A00,A0,A0,E1,0,0,2011,4,474,37,2148,1,1,1
Q,U,C,06047,S,44-45,A00,1,A00,A0,A0,E2,0,0,2011,4,649,24,2420,1,1,1
Q,U,C,06047,S,44-45,A00,1,A00,A0,A0,E3,0,0,2011,4,799,13,2720,1,1,1
Q,U,C,06047,S,44-45,A00,1,A00,A0,A0,E4,0,0,2011,4,404,17,4308,1,1,1
Q,U,C,06047,S,44-45,A00,1,A00,A0,A0,E5,0,0,2011,4,757,82,1177,1,1,1
Q,U,C,06047,S,44-45,A00,2,A00,A0,A0,E1,0,0,2011,4,494,58,1567,1,1,1
Q,U,C,06047,S,44-45,A00,2,A00,A0,A0,E2,0,0,2011,4,636,37,1782,1,1,1
Q,U,C,06047,S,44-45,A00,2,A00,A0,A0,E3,0,0,2011,4,733,24,1887,1,1,1
Q,U,C,06047,S,44-45,A00,2,A00,A0,A0,E4,0,0,2011,4,316,11,2417,1,1,1
Q,U,C,06047,S,44-45,A00,2,A00,A0,A0,E5,0,0,2011,4,785,117,961,1,1,1
Q,U,C,06047,S,72,A00,1,A00,A0,A0,E1,0,0,2011,4,264,16,1459,1,1,1
Q,U,C,06047,S,72,A00,1,A00,A0,A0,E2,0,0,2011,4,262,12,1459,1,1,1
Q,U,C,06047,S,72,A00,1,A00,A0,A0,E3,0,0,2011,4,278,10,1733,1,1,1
Q,U,C,06047,S,72,A00,1,A00,A0,A0,E4,0,0,2011,4,151,6,1692,1,1,1
Q,U,C,06047,S,72,A00,1,A00,A0,A0,E5,0,0,2011,4,604,83,876,1,1,1
Q,U,C,06047,S,72,A00,2,A00,A0,A0,E1,0,0,2011,4,422,2,1223,1,1,1
Q,U,C,06047,S,72,A00,2,A00,A0,A0,E2,0,0,2011,4,366,4,1285,1,1,1
Q,U,C,06047,S,72,A00,2,A00,A0,A0,E3,0,0,2011,4,383,3,1365,1,1,1
Q,U,C,06047,S,72,A00,2,A00,A0,A0,E4,0,0,2011,4,192,-3,1406,1,1,1
Q,U,C,06047,S,72,A00,2,A00,A0,A0,E5,0,0,2011,4,907,83,854,1,1,1
Q,U,C,06053,S,44-45,A00,1,A00,A0,A0,E1,0,0,2011,4,1045,2,2367,1,1,1
Q,U,C,06053,S,44-45,A00,1,A00,A0,A0,E2,0,0,2011,4,1345,6,2769,1,1,1
Q,U,C,06053,S,44-45,A00,1,A00,A0,A0,E3,0,0,2011,4,1779,4,3320,1,1,1
Q,U,C,06053,S,44-45,A00,1,A00,A0,A0,E4,0,0,2011,4,1068,1,4334,1,1,1
Q,U,C,06053,S,44-45,A00,1,A00,A0,A0,E5,0,0,2011,4,1368,122,1217,1,1,1
Q,U,C,06053,S,44-45,A00,2,A00,A0,A0,E1,0,0,2011,4,929,-2,1762,1,1,1
Q,U,C,06053,S,44-45,A00,2,A00,A0,A0,E2,0,0,2011,4,1235,22,2023,1,1,1
Q,U,C,06053,S,44-45,A00,2,A00,A0,A0,E3,0,0,2011,4,1542,36,2282,1,1,1
Q,U,C,06053,S,44-45,A00,2,A00,A0,A0,E4,0,0,2011,4,896,29,3037,1,1,1
Q,U,C,06053,S,44-45,A00,2,A00,A0,A0,E5,0,0,2011,4,1486,207,983,1,1,1
Q,U,C,06053,S,72,A00,1,A00,A0,A0,E1,0,0,2011,4,2042,-46,2005,1,1,1
Q,U,C,06053,S,72,A00,1,A00,A0,A0,E2,0,0,2011,4,1751,-37,2206,1,1,1
Q,U,C,06053,S,72,A00,1,A00,A0,A0,E3,0,0,2011,4,2031,-47,2435,1,1,1
Q,U,C,06053,S,72,A00,1,A00,A0,A0,E4,0,0,2011,4,1192,-25,2914,1,1,1
Q,U,C,06053,S,72,A00,1,A00,A0,A0,E5,0,0,2011,4,1730,-18,1034,1,1,1
Q,U,C,06053,S,72,A00,2,A00,A0,A0,E1,0,0,2011,4,1785,-56,1645,1,1,1
Q,U,C,06053,S,72,A00,2,A00,A0,A0,E2,0,0,2011,4,1646,-42,1830,1,1,1
Q,U,C,06053,S,72,A00,2,A00,A0,A0,E3,0,0,2011,4,1904,-68,2085,1,1,1
Q,U,C,06053,S,72,A00,2,A00,A0,A0,E4,0,0,2011,4,1174,-51,2315,1,1,1
Q,U,C,06053,S,72,A00,2,A00,A0,A0,E5,0,0,2011,4,2153,20,1023,1,1,1
Q,U,C,06055,S,44-45,A00,1,A00,A0,A0,E1,0,0,2011,4,365,-8,2547,1,1,1
Q,U,C,06055,S,44-45,A00,1,A00,A0,A0,E2,0,0,2011,4,571,4,2946,1,1,1
Q,U,C,06055,S,44-45,A00,1,A00,A0,A0,E3,0,0,2011,4,726,13,3519,1,1,1
Q,U,C,06055,S,44-45,A00,1,A00,A0,A0,E4,0,0,2011,4,456,4,4441,1,1,1
Q,U,C,06055,S,44-45,A00,1,A00,A0,A0,E5,0,0,2011,4,521,47,1258,1,1,1
Q,U,C,06055,S,44-45,A00,2,A00,A0,A0,E1,0,0,2011,4,325,5,1846,1,1,1
Q,U,C,06055,S,44-45,A00,2,A00,A0,A0,E2,0,0,2011,4,529,9,2139,1,1,1
Q,U,C,06055,S,44-45,A00,2,A00,A0,A0,E3,0,0,2011,4,676,16,2447,1,1,1
Q,U,C,06055,S,44-45,A00,2,A00,A0,A0,E4,0,0,2011,4,395,3,2942,1,1,1
Q,U,C,06055,S,44-45,A00,2,A00,A0,A0,E5,0,0,2011,4,575,52,992,1,1,1
Q,U,C,06055,S,72,A00,1,A00,A0,A0,E1,0,0,2011,4,869,-44,2300,1,1,1
