periodicity,seasonadj,geo_level,geography,ind_level,industry,ownercode,sex,agegrp,race,ethnicity,education,firmage,firmsize,year,quarter,Emp,FrmJbC,EarnBeg,sEmp,sFrmJbC,sEarnBeg
Q,U,C,06007,S,72,A00,0,A00,A5,A1,E0,0,0,2011,4,28,0,958,1,1,1
Q,U,C,06007,S,72,A00,0,A00,A5,A2,E0,0,0,2011,4,8,0,1219,1,1,1
Q,U,C,06007,S,72,A00,0,A00,A7,A1,E0,0,0,2011,4,159,-2,1122,1,1,1
Q,U,C,06007,S,72,A00,0,A00,A7,A2,E0,0,0,2011,4,81,-2,1195,1,1,1
Q,U,C,06013,S,44-45,A00,0,A00,A1,A1,E0,0,0,2011,4,19393,891,2906,1,1,1
Q,U,C,06013,S,44-45,A00,0,A00,A1,A2,E0,0,0,2011,4,9203,571,2097,1,1,1
Q,U,C,06013,S,44-45,A00,0,A00,A2,A1,E0,0,0,2011,4,2900,297,1933,1,1,1
Q,U,C,06013,S,44-45,A00,0,A00,A2,A2,E0,0,0,2011,4,316,33,1830,1,1,1
Q,U,C,06013,S,44-45,A00,0,A00,A3,A1,E0,0,0,2011,4,148,11,2105,1,1,1
Q,U,C,06013,S,44-45,A00,0,A00,A3,A2,E0,0,0,2011,4,418,24,1930,1,1,1
Q,U,C,06013,S,44-45,A00,0,A00,A4,A1,E0,0,0,2011,4,6584,283,2521,1,1,1
Q,U,C,06013,S,44-45,A00,0,A00,A4,A2,E0,0,0,2011,4,327,18,2271,1,1,1
Q,U,C,06013,S,44-45,A00,0,A00,A5,A1,E0,0,0,2011,4,283,23,2096,1,1,1
Q,U,C,06013,S,44-45,A00,0,A00,A5,A2,E0,0,0,2011,4,63,4,1993,1,1,1
Q,U,C,06013,S,44-45,A00,0,A00,A7,A1,E0,0,0,2011,4,1306,94,2186,1,1,1
Q,U,C,06013,S,44-45,A00,0,A00,A7,A2,E0,0,0,2011,4,576,33,1832,1,1,1
Q,U,C,06013,S,72,A00,0,A00,A1,A1,E0,0,0,2011,4,11098,31,1707,1,1,1
Q,U,C,06013,S,72,A00,0,A00,A1,A2,E0,0,0,2011,4,6964,88,1457,1,1,1
Q,U,C,06013,S,72,A00,0,A00,A2,A1,E0,0,0,2011,4,1331,43,1361,1,1,1
Q,U,C,06013,S,72,A00,0,A00,A2,A2,E0,0,0,2011,4,225,8,1415,1,1,1
Q,U,C,06013,S,72,A00,0,A00,A3,A1,E0,0,0,2011,4,78,-1,1252,1,1,1
Q,U,C,06013,S,72,A00,0,A00,A3,A2,E0,0,0,2011,4,307,12,1387,1,1,1
Q,U,C,06013,S,72,A00,0,A00,A4,A1,E0,0,0,2011,4,4661,77,1597,1,1,1
Q,U,C,06013,S,72,A00,0,A00,A4,A2,E0,0,0,2011,4,179,9,1673,1,1,1
Q,U,C,06013,S,72,A00,0,A00,A5,A1,E0,0,0,2011,4,166,-1,1487,1,1,1
Q,U,C,06013,S,72,A00,0,A00,A5,A2,E0,0,0,2011,4,54,2,1422,1,1,1
Q,U,C,06013,S,72,A00,0,A00,A7,A1,E0,0,0,2011,4,687,35,1364,1,1,1
Q,U,C,06013,S,72,A00,0,A00,A7,A2,E0,0,0,2011,4,527,13,1370,1,1,1
Q,U,C,06017,S,44-45,A00,0,A00,A1,A1,E0,0,0,2011,4,3165,-86,2406,1,1,1
Q,U,C,06017,S,44-45,A00,0,A00,A1,A2,E0,0,0,2011,4,609,-26,1958,1,1,1
Q,U,C,06017,S,44-45,A00,0,A00,A2,A1,E0,0,0,2011,4,108,10,1838,1,1,1
Q,U,C,06017,S,44-45,A00,0,A00,A2,A2,E0,0,0,2011,4,17,-1,1716,1,1,1
Q,U,C,06017,S,44-45,A00,0,A00,A3,A1,E0,0,0,2011,4,38,-1,1959,1,1,1
Q,U,C,06017,S,44-45,A00,0,A00,A3,A2,E0,0,0,2011,4,33,1,1934,1,1,1
Q,U,C,06017,S,44-45,A00,0,A00,A4,A1,E0,0,0,2011,4,277,-4,2541,1,1,1
Q,U,C,06017,S,44-45,A00,0,A00,A4,A2,E0,0,0,2011,4,15,0,1668,1,1,1
Q,U,C,06017,S,44-45,A00,0,A00,A5,A1,E0,0,0,2011,4,14,0,1703,1,1,1
Q,U,C,06017,S,44-45,A00,0,A00,A5,A2,E0,0,0,2011,4,6,-2,1438,9,9,9
Q,U,C,06017,S,44-45,A00,0,A00,A7,A1,E0,0,0,2011,4,104,7,1950,1,1,1
Q,U,C,06017,S,44-45,A00,0,A00,A7,A2,E0,0,0,2011,4,37,1,1714,1,1,1
Q,U,C,06017,S,72,A00,0,A00,A1,A1,E0,0,0,2011,4,3061,-199,1218,1,1,1
Q,U,C,06017,S,72,A00,0,A00,A1,A2,E0,0,0,2011,4,993,-83,1183,1,1,1
Q,U,C,06017,S,72,A00,0,A00,A2,A1,E0,0,0,2011,4,100,-8,1034,1,1,1
Q,U,C,06017,S,72,A00,0,A00,A2,A2,E0,0,0,2011,4,25,-1,1135,1,1,1
Q,U,C,06017,S,72,A00,0,A00,A3,A1,E0,0,0,2011,4,24,0,1533,1,1,1
Q,U,C,06017,S,72,A00,0,A00,A3,A2,E0,0,0,2011,4,40,-2,1026,1,1,1
Q,U,C,06017,S,72,A00,0,A00,A4,A1,E0,0,0,2011,4,316,-13,1210,1,1,1
Q,U,C,06017,S,72,A00,0,A00,A4,A2,E0,0,0,2011,4,25,-3,1048,1,1,1
Q,U,C,06017,S,72,A00,0,A00,A5,A1,E0,0,0,2011,4,23,0,1402,1,1,1
Q,U,C,06017,S,72,A00,0,A00,A5,A2,E0,0,0,2011,4,7,-1,1325,1,1,1
Q,U,C,06017,S,72,A00,0,A00,A7,A1,E0,0,0,2011,4,90,2,1132,1,1,1
Q,U,C,06017,S,72,A00,0,A00,A7,A2,E0,0,0,2011,4,69,-14,1034,1,1,1
Q,U,C,06019,S,44-45,A00,0,A00,A1,A1,E0,0,0,2011,4,12560,-44,2550,1,1,1
Q,U,C,06019,S,44-45,A00,0,A00,A1,A2,E0,0,0,2011,4,12102,147,1803,1,1,1
Q,U,C,06019,S,44-45,A00,0,A00,A2,A1,E0,0,0,2011,4,1197,28,1713,1,1,1
Q,U,C,06019,S,44-45,A00,0,A00,A2,A2,E0,0,0,2011,4,289,10,1555,1,1,1
Q,U,C,06019,S,44-45,A00,0,A00,A3,A1,E0,0,0,2011,4,129,8,1936,1,1,1
Q,U,C,06019,S,44-45,A00,0,A00,A3,A2,E0,0,0,2011,4,555,-4,1677,1,1,1
Q,U,C,06019,S,44-45,A00,0,A00,A4,A1,E0,0,0,2011,4,3300,78,2145,1,1,1
Q,U,C,06019,S,44-45,A00,0,A00,A4,A2,E0,0,0,2011,4,267,2,1745,1,1,1
Q,U,C,06019,S,44-45,A00,0,A00,A5,A1,E0,0,0,2011,4,101,-2,1944,1,1,1
Q,U,C,06019,S,44-45,A00,0,A00,A5,A2,E0,0,0,2011,4,66,-2,1827,1,1,1
Q,U,C,06019,S,44-45,A00,0,A00,A7,A1,E0,0,0,2011,4,565,1,1918,1,1,1
Q,U,C,06019,S,44-45,A00,0,A00,A7,A2,E0,0,0,2011,4,384,9,1628,1,1,1
Q,U,C,06019,S,72,A00,0,A00,A1,A1,E0,0,0,2011,4,8225,98,1482,1,1,1
Q,U,C,06019,S,72,A00,0,A00,A1,A2,E0,0,0,2011,4,9352,9,1221,1,1,1
Q,U,C,06019,S,72,A00,0,A00,A2,A1,E0,0,0,2011,4,909,-3,1166,1,1,1
Q,U,C,06019,S,72,A00,0,A00,A2,A2,E0,0,0,2011,4,267,6,1154,1,1,1
Q,U,C,06019,S,72,A00,0,A00,A3,A1,E0,0,0,2011,4,106,-12,1210,1,1,1
Q,U,C,06019,S,72,A00,0,A00,A3,A2,E0,0,0,2011,4,442,-5,1143,1,1,1
Q,U,C,06019,S,72,A00,0,A00,A4,A1,E0,0,0,2011,4,3661,13,1216,1,1,1
Q,U,C,06019,S,72,A00,0,A00,A4,A2,E0,0,0,2011,4,204,6,1265,1,1,1
Q,U,C,06019,S,72,A00,0,A00,A5,A1,E0,0,0,2011,4,89,0,1338,1,1,1
Q,U,C,06019,S,72,A00,0,A00,A5,A2,E0,0,0,2011,4,56,-4,1319,1,1,1
Q,U,C,06019,S,72,A00,0,A00,A7,A1,E0,0,0,2011,4,360,20,1276,1,1,1
Q,U,C,06019,S,72,A00,0,A00,A7,A2,E0,0,0,2011,4,418,-5,1132,1,1,1
Q,U,C,06025,S,44-45,A00,0,A00,A1,A1,E0,0,0,2011,4,1183,69,2651,1,1,1
Q,U,C,06025,S,44-45,A00,0,A00,A1,A2,E0,0,0,2011,4,3685,216,1720,1,1,1
Q,U,C,06025,S,44-45,A00,0,A00,A2,A1,E0,0,0,2011,4,202,17,1468,1,1,1
Q,U,C,06025,S,44-45,A00,0,A00,A2,A2,E0,0,0,2011,4,77,3,1590,1,1,1
Q,U,C,06025,S,44-45,A00,0,A00,A3,A1,E0,0,0,2011,4,11,0,1143,1,1,9
Q,U,C,06025,S,44-45,A00,0,A00,A3,A2,E0,0,0,2011,4,92,8,1630,1,1,1
Q,U,C,06025,S,44-45,A00,0,A00,A4,A1,E0,0,0,2011,4,207,3,3105,1,1,1
Q,U,C,06025,S,44-45,A00,0,A00,A4,A2,E0,0,0,2011,4,55,4,2031,1,1,1
Q,U,C,06025,S,44-45,A00,0,A00,A5,A1,E0,0,0,2011,4,8,0,1528,1,1,1
Q,U,C,06025,S,44-45,A00,0,A00,A5,A2,E0,0,0,2011,4,13,1,1417,1,1,1
Q,U,C,06025,S,44-45,A00,0,A00,A7,A1,E0,0,0,2011,4,57,8,2079,1,1,1
Q,U,C,06025,S,44-45,A00,0,A00,A7,A2,E0,0,0,2011,4,58,7,2443,1,1,1
Q,U,C,06025,S,72,A00,0,A00,A1,A1,E0,0,0,2011,4,574,65,1723,1,1,1
Q,U,C,06025,S,72,A00,0,A00,A1,A2,E0,0,0,2011,4,2380,44,1291,1,1,1
Q,U,C,06025,S,72,A00,0,A00,A2,A1,E0,0,0,2011,4,67,6,1274,1,1,1
Q,U,C,06025,S,72,A00,0,A00,A2,A2,E0,0,0,2011,4,42,-1,1306,1,1,1
Q,U,C,06025,S,72,A00,0,A00,A3,A1,E0,0,0,2011,4,9,0,1852,1,1,1
Q,U,C,06025,S,72,A00,0,A00,A3,A2,E0,0,0,2011,4,50,5,1300,1,1,1
Q,U,C,06025,S,72,A00,0,A00,A4,A1,E0,0,0,2011,4,118,18,1902,1,1,1
Q,U,C,06025,S,72,A00,0,A00,A4,A2,E0,0,0,2011,4,35,1,1239,1,1,1
Q,U,C,06025,S,72,A00,0,A00,A5,A1,E0,0,0,2011,4,6,-1,1086,1,1,1
Q,U,C,06025,S,72,A00,0,A00,A5,A2,E0,0,0,2011,4,6,0,1300,1,1,1
Q,U,C,06025,S,72,A00,0,A00,A7,A1,E0,0,0,2011,4,20,-3,1356,1,1,1
Q,U,C,06025,S,72,A00,0,A00,A7,A2,E0,0,0,2011,4,47,3,1374,1,1,1
Q,U,C,06029,S,44-45,A00,0,A00,A1,A1,E0,0,0,2011,4,8864,141,2541,1,1,1
Q,U,C,06029,S,44-45,A00,0,A00,A1,A2,E0,0,0,2011,4,9489,352,1955,1,1,1
Q,U,C,06029,S,44-45,A00,0,A00,A2,A1,E0,0,0,2011,4,863,61,1726,1,1,1
Q,U,C,06029,S,44-45,A00,0,A00,A2,A2,E0,0,0,2011,4,208,13,1723,1,1,1
Q,U,C,06029,S,44-45,A00,0,A00,A3,A1,E0,0,0,2011,4,119,3,1647,1,1,1
Q,U,C,06029,S,44-45,A00,0,A00,A3,A2,E0,0,0,2011,4,367,10,2015,1,1,1
Q,U,C,06029,S,44-45,A00,0,A00,A4,A1,E0,0,0,2011,4,1444,31,2517,1,1,1
Q,U,C,06029,S,44-45,A00,0,A00,A4,A2,E0,0,0,2011,4,176,-6,2030,1,1,1
Q,U,C,06029,S,44-45,A00,0,A00,A5,A1,E0,0,0,2011,4,51,3,1801,1,1,1
Q,U,C,06029,S,44-45,A00,0,A00,A5,A2,E0,0,0,2011,4,35,5,1874,1,1,1
Q,U,C,06029,S,44-45,A00,0,A00,A7,A1,E0,0,0,2011,4,338,20,2040,1,1,1
Q,U,C,06029,S,44-45,A00,0,A00,A7,A2,E0,0,0,2011,4,262,12,1832,1,1,1
Q,U,C,06029,S,72,A00,0,A00,A1,A1,E0,0,0,2011,4,6231,48,1326,1,1,1
Q,U,C,06029,S,72,A00,0,A00,A1,A2,E0,0,0,2011,4,7498,58,1227,1,1,1
Q,U,C,06029,S,72,A00,0,A00,A2,A1,E0,0,0,2011,4,708,23,1132,1,1,1
Q,U,C,06029,S,72,A00,0,A00,A2,A2,E0,0,0,2011,4,166,-3,1264,1,1,1
Q,U,C,06029,S,72,A00,0,A00,A3,A1,E0,0,0,2011,4,77,5,1101,1,1,1
Q,U,C,06029,S,72,A00,0,A00,A3,A2,E0,0,0,2011,4,344,18,1219,1,1,1
Q,U,C,06029,S,72,A00,0,A00,A4,A1,E0,0,0,2011,4,1321,22,1488,1,1,1
Q,U,C,06029,S,72,A00,0,A00,A4,A2,E0,0,0,2011,4,123,-4,1055,1,1,1
Q,U,C,06029,S,72,A00,0,A00,A5,A1,E0,0,0,2011,4,48,3,1300,1,1,1
Q,U,C,06029,S,72,A00,0,A00,A5,A2,E0,0,0,2011,4,38,-5,1209,1,1,1
Q,U,C,06029,S,72,A00,0,A00,A7,A1,E0,0,0,2011,4,259,6,1147,1,1,1
Q,U,C,06029,S,72,A00,0,A00,A7,A2,E0,0,0,2011,4,282,4,1200,1,1,1
Q,U,C,06037,S,44-45,A00,0,A00,A1,A1,E0,0,0,2011,4,132499,5868,3396,1,1,1
Q,U,C,06037,S,44-45,A00,0,A00,A1,A2,E0,0,0,2011,4,170610,9983,2103,1,1,1
Q,U,C,06037,S,44-45,A00,0,A00,A2,A1,E0,0,0,2011,4,25793,2520,2007,1,1,1
Q,U,C,06037,S,44-45,A00,0,A00,A2,A2,E0,0,0,2011,4,4617,331,1995,1,1,1
Q,U,C,06037,S,44-45,A00,0,A00,A3,A1,E0,0,0,2011,4,962,65,2169,1,1,1
Q,U,C,06037,S,44-45,A00,0,A00,A3,A2,E0,0,0,2011,4,5783,322,2027,1,1,1
Q,U,C,06037,S,44-45,A00,0,A00,A4,A1,E0,0,0,2011,4,55385,1340,2858,1,1,1
Q,U,C,06037,S,44-45,A00,0,A00,A4,A2,E0,0,0,2011,4,3028,169,2185,1,1,1
Q,U,C,06037,S,44-45,A00,0,A00,A5,A1,E0,0,0,2011,4,1251,76,2240,1,1,1
Q,U,C,06037,S,44-45,A00,0,A00,A5,A2,E0,0,0,2011,4,818,38,2085,1,1,1
Q,U,C,06037,S,44-45,A00,0,A00,A7,A1,E0,0,0,2011,4,7347,550,2511,1,1,1
Q,U,C,06037,S,44-45,A00,0,A00,A7,A2,E0,0,0,2011,4,5055,364,1951,1,1,1
Q,U,C,06037,S,72,A00,0,A00,A1,A1,E0,0,0,2011,4,105155,484,1879,1,1,1
Q,U,C,06037,S,72,A00,0,A00,A1,A2,E0,0,0,2011,4,140188,1785,1565,1,1,1
Q,U,C,06037,S,72,A00,0,A00,A2,A1,E0,0,0,2011,4,17310,53,1517,1,1,1
Q,U,C,06037,S,72,A00,0,A00,A2,A2,E0,0,0,2011,4,3960,35,1517,1,1,1
Q,U,C,06037,S,72,A00,0,A00,A3,A1,E0,0,0,2011,4,704,14,1400,1,1,1
Q,U,C,06037,S,72,A00,0,A00,A3,A2,E0,0,0,2011,4,5407,23,1514,1,1,1
Q,U,C,06037,S,72,A00,0,A00,A4,A1,E0,0,0,2011,4,51521,-249,1741,1,1,1
Q,U,C,06037,S,72,A00,0,A00,A4,A2,E0,0,0,2011,4,2388,53,1602,1,1,1
Q,U,C,06037,S,72,A00,0,A00,A5,A1,E0,0,0,2011,4,1338,-44,1519,1,1,1
Q,U,C,06037,S,72,A00,0,A00,A5,A2,E0,0,0,2011,4,701,33,1542,1,1,1
Q,U,C,06037,S,72,A00,0,A00,A7,A1,E0,0,0,2011,4,4958,69,1665,1,1,1
Q,U,C,06037,S,72,A00,0,A00,A7,A2,E0,0,0,2011,4,6090,-8,1402,1,1,1
Q,U,C,06039,S,44-45,A00,0,A00,A1,A1,E0,0,0,2011,4,1304,-19,2671,1,1,1
Q,U,C,06039,S,44-45,A00,0,A00,A1,A2,E0,0,0,2011,4,960,22,1893,1,1,1
Q,U,C,06039,S,44-45,A00,0,A00,A2,A1,E0,0,0,2011,4,60,-2,1895,1,1,1
Q,U,C,06039,S,44-45,A00,0,A00,A2,A2,E0,0,0,2011,4,19,-2,1342,1,1,1
Q,U,C,06039,S,44-45,A00,0,A00,A3,A1,E0,0,0,2011,4,17,-1,2230,1,1,1
Q,U,C,06039,S,44-45,A00,0,A00,A3,A2,E0,0,0,2011,4,55,3,1691,1,1,1
Q,U,C,06039,S,44-45,A00,0,A00,A4,A1,E0,0,0,2011,4,233,-6,2629,1,1,1
Q,U,C,06039,S,44-45,A00,0,A00,A4,A2,E0,0,0,2011,4,20,0,1797,9,9,1
Q,U,C,06039,S,44-45,A00,0,A00,A5,A1,E0,0,0,2011,4,8,1,2161,1,1,1
Q,U,C,06039,S,44-45,A00,0,A00,A5,A2,E0,0,0,2011,4,4,-1,2162,1,1,1
Q,U,C,06039,S,44-45,A00,0,A00,A7,A1,E0,0,0,2011,4,52,2,2108,1,1,1
Q,U,C,06039,S,44-45,A00,0,A00,A7,A2,E0,0,0,2011,4,27,-2,1394,1,1,1
Q,U,C,06039,S,72,A00,0,A00,A1,A1,E0,0,0,2011,4,1516,-131,1905,1,1,1
Q,U,C,06039,S,72,A00,0,A00,A1,A2,E0,0,0,2011,4,1313,12,1694,1,1,1
Q,U,C,06039,S,72,A00,0,A00,A2,A1,E0,0,0,2011,4,72,3,1694,1,1,1
Q,U,C,06039,S,72,A00,0,A00,A2,A2,E0,0,0,2011,4,27,0,1662,1,1,1
Q,U,C,06039,S,72,A00,0,A00,A3,A1,E0,0,0,2011,4,112,5,3091,9,9,9
Q,U,C,06039,S,72,A00,0,A00,A3,A2,E0,0,0,2011,4,94,-4,2258,1,1,9
Q,U,C,06039,S,72,A00,0,A00,A4,A1,E0,0,0,2011,4,344,-16,2638,1,1,9
Q,U,C,06039,S,72,A00,0,A00,A4,A2,E0,0,0,2011,4,15,1,2017,1,1,9
Q,U,C,06039,S,72,A00,0,A00,A5,A1,E0,0,0,2011,4,9,1,2338,1,1,1
Q,U,C,06039,S,72,A00,0,A00,A5,A2,E0,0,0,2011,4,9,0,2028,1,1,1
Q,U,C,06039,S,72,A00,0,A00,A7,A1,E0,0,0,2011,4,91,-3,2473,1,1,9
Q,U,C,06039,S,72,A00,0,A00,A7,A2,E0,0,0,2011,4,36,-2,2098,1,1,1
Q,U,C,06041,S,44-45,A00,0,A00,A1,A1,E0,0,0,2011,4,6810,298,3418,1,1,1
Q,U,C,06041,S,44-45,A00,0,A00,A1,A2,E0,0,0,2011,4,2252,117,2308,1,1,1
Q,U,C,06041,S,44-45,A00,0,A00,A2,A1,E0,0,0,2011,4,611,64,2170,1,1,1
Q,U,C,06041,S,44-45,A00,0,A00,A2,A2,E0,0,0,2011,4,76,8,2262,1,1,1
Q,U,C,06041,S,44-45,A00,0,A00,A3,A1,E0,0,0,2011,4,42,4,2403,1,1,1
Q,U,C,06041,S,44-45,A00,0,A00,A3,A2,E0,0,0,2011,4,110,10,2151,1,1,1
Q,U,C,06041,S,44-45,A00,0,A00,A4,A1,E0,0,0,2011,4,1446,51,2837,1,1,1
Q,U,C,06041,S,44-45,A00,0,A00,A4,A2,E0,0,0,2011,4,60,4,2246,1,1,1
Q,U,C,06041,S,44-45,A00,0,A00,A5,A1,E0,0,0,2011,4,64,2,2396,1,1,1
Q,U,C,06041,S,44-45,A00,0,A00,A5,A2,E0,0,0,2011,4,16,2,2115,1,1,1
Q,U,C,06041,S,44-45,A00,0,A00,A7,A1,E0,0,0,2011,4,322,27,2646,1,1,1
Q,U,C,06041,S,44-45,A00,0,A00,A7,A2,E0,0,0,2011,4,150,9,2296,1,1,1
Q,U,C,06041,S,72,A00,0,A00,A1,A1,E0,0,0,2011,4,5213,-81,1929,1,1,1
Q,U,C,06041,S,72,A00,0,A00,A1,A2,E0,0,0,2011,4,2284,-37,1621,1,1,1
Q,U,C,06041,S,72,A00,0,A00,A2,A1,E0,0,0,2011,4,383,-5,1551,1,1,1
Q,U,C,06041,S,72,A00,0,A00,A2,A2,E0,0,0,2011,4,66,3,1469,1,1,1
Q,U,C,06041,S,72,A00,0,A00,A3,A1,E0,0,0,2011,4,28,-3,1241,1,1,1
Q,U,C,06041,S,72,A00,0,A00,A3,A2,E0,0,0,2011,4,107,-3,1581,1,1,1
Q,U,C,06041,S,72,A00,0,A00,A4,A1,E0,0,0,2011,4,1428,-6,1785,1,1,1
Q,U,C,06041,S,72,A00,0,A00,A4,A2,E0,0,0,2011,4,52,-1,1433,1,1,1
Q,U,C,06041,S,72,A00,0,A00,A5,A1,E0,0,0,2011,4,49,-3,1416,1,1,1
Q,U,C,06041,S,72,A00,0,A00,A5,A2,E0,0,0,2011,4,14,0,1540,1,1,1
Q,U,C,06041,S,72,A00,0,A00,A7,A1,E0,0,0,2011,4,213,3,1519,1,1,1
Q,U,C,06041,S,72,A00,0,A00,A7,A2,E0,0,0,2011,4,183,-3,1582,1,1,1
Q,U,C,06047,S,44-45,A00,0,A00,A1,A1,E0,0,0,2011,4,2393,117,2369,1,1,1
Q,U,C,06047,S,44-45,A00,0,A00,A1,A2,E0,0,0,2011,4,2288,223,1738,1,1,1
Q,U,C,06047,S,44-45,A00,0,A00,A2,A1,E0,0,0,2011,4,238,27,1701,1,1,1
Q,U,C,06047,S,44-45,A00,0,A00,A2,A2,E0,0,0,2011,4,50,8,1573,1,1,1
Q,U,C,06047,S,44-45,A00,0,A00,A3,A1,E0,0,0,2011,4,27,1,1851,1,1,1
Q,U,C,06047,S,44-45,A00,0,A00,A3,A2,E0,0,0,2011,4,91,11,1620,1,1,1
Q,U,C,06047,S,44-45,A00,0,A00,A4,A1,E0,0,0,2011,4,676,8,2033,1,1,1
Q,U,C,06047,S,44-45,A00,0,A00,A4,A2,E0,0,0,2011,4,48,1,1762,1,1,1
Q,U,C,06047,S,44-45,A00,0,A00,A5,A1,E0,0,0,2011,4,33,3,1946,1,1,1
Q,U,C,06047,S,44-45,A00,0,A00,A5,A2,E0,0,0,2011,4,14,3,1827,1,1,1
Q,U,C,06047,S,44-45,A00,0,A00,A7,A1,E0,0,0,2011,4,118,8,1952,1,1,1
Q,U,C,06047,S,44-45,A00,0,A00,A7,A2,E0,0,0,2011,4,71,9,1464,1,1,1
